id,game_version,rva,status,name,source,notes
1010,1.5.1164953,0x0492B800,verified,gEnv,muyuanjin/kcd2db@22b3cd1,"Static SSystemGlobalEnvironment instance base (gEnv). Derived as id 1009 RVA - 0xA8. Plugins read fields at known offsets: pScriptSystem (+0x28), pGame (+0x90), pConsole (+0xA8), etc. Live-verified by muyuanjin/kcd2db."
1011,1.5.1164953,0x04095E58,verified,string_exec_autoexec_cfg,muyuanjin/kcd2db@22b3cd1,"String literal 'exec autoexec.cfg' in .rdata. Single LEA xref in .text from inside the engine's autoexec executor. Use as the seed anchor when the gEnv resolver SIG needs to be re-derived after a game update — find this string, find its single LEA xref, walk backwards to the pConsole MOV. Lives in .rdata not .text — status reflects RVA stability for the lifetime of this game build."
2000,1.5.1164953,0x00B9A2B0,verified,IConsole_AddCommand,kcdx-phase7-dispatch-investigation@2026-05-20,"IConsole::AddCommand(const char* sCommand, ConsoleCommandFunc func, int nFlags, const char* sHelp). __thiscall (rcx=IConsole*). Callback ABI: void __fastcall (IConsoleCmdArgs*). **vtable[33]** (NOT slot 32 — the canonical CryEngine ordering is swapped in this build). Originally recorded as slot 32 by the kcdx Phase 7 vtable-dump probe; corrected 2026-05-20 after Ghidra investigation showed slot 32 is the script-string overload. Three independent confirmations: (a) slot 33's body stores r8 raw at record [+0x20]; slot 32 runs r8 through CryString-assign at 0x1804f6ac8; (b) slot 33's duplicate-registration error says 'console command [%s] is already registered' while slot 32 says 'script command [%s] is already registered'; (c) the engine's own static wrapper at 0x180B99098 (used to register playerGoto / freeze / etc.) calls vtable[33] via [pConsole->vtable + 0x108]. Full evidence at _research/phase7-recon/DISPATCH-INVESTIGATION.md."
2001,1.5.1164953,0x0100955C,verified,IConsole_RemoveCommand,kcdx-phase7-probe@df56f86,"IConsole::RemoveCommand(const char* sName). __thiscall. vtable[34]. Live-verified by the Phase 7 probe; small function body matches the expected map-erase shape. Used for [[command]] cleanup on plugin unload (if/when v0.2 supports unload)."
2002,1.5.1164953,0x007A5818,verified,IConsole_ExecuteString,kcdx-phase7-probe@df56f86,"IConsole::ExecuteString(const char* command, bool bSilentMode, bool bDeferExecution). __thiscall. vtable[35]. Live-verified by the Phase 7 probe. Useful for plugins that want to programmatically execute console commands (e.g., binding a hotkey to a console command via Lua)."
2003,1.5.1164953,0x009DF818,verified,IConsole_GetCVar,kcdx-phase7-probe@df56f86,"IConsole::GetCVar(const char* name) -> ICVar*. __thiscall. vtable[23]. Live-verified by the Phase 7 probe (canonical CryEngine slot). Underpins kcdx.get_cvar_bool / get_cvar_int / get_cvar_float (Lua surface) and the C-side CVar lookup."
2004,1.5.1164953,0x00B99098,verified,IConsole_AddCommand_static_wrapper,kcdx-phase7-dispatch-investigation@2026-05-20,"Engine-side static function that resolves pConsole from its known .data slot and calls vtable[33] (AddCommand func-overload). Signature: void __fastcall(const char* name, ConsoleCommandFunc func, int nFlags, const char* sHelp). Used by the engine's own boot-time registrations (playerGoto, freeze, etc.). Plugins may prefer this over directly calling AddCommand because (a) no need to fetch pConsole first, (b) survives vtable shuffles across game patches as long as the wrapper itself stays at this RVA. Discovered by the Ghidra DISPATCH-INVESTIGATION."
2005,1.5.1164953,0x0100A3D4,verified,IConsole_AddCommand_script_overload,kcdx-phase7-dispatch-investigation@2026-05-20,"IConsole::AddCommand(const char* sName, const char* sScriptFunc, int nFlags, const char* sHelp). **vtable[32]** — the SCRIPT-STRING overload (originally mis-labeled as the func-pointer overload at id 2000). Registers a console command whose body is a Lua source string (e.g., \"Game.Connect(%1)\"). Plugins typically want id 2000 (function-pointer form) instead, but this is documented for completeness."
3000,1.5.1164953,,unverified,IGame_CompleteInit_vtable_idx,muyuanjin/kcd2db@22b3cd1,"IGame::CompleteInit() vtable index. muyuanjin confirms slot 4 (0-indexed) in V1.4+. __thiscall(rcx=IGame*). Fires exactly once during engine init, main thread. NOT a function-entry RVA — this is a vtable-slot integer. Address Library schema would need [[vtable_hook]] support (Phase 5+) to consume directly; for now, record as a known constant. Status unverified at the Address-Library API level until [[vtable_hook]] ships."
3001,1.5.1164953,,unverified,IScriptSystem_CreateTable_vtable_idx,muyuanjin/kcd2db@22b3cd1,"IScriptSystem::CreateTable() vtable index = 13 (0-indexed). +1 from canonical 12 due to inserted unknown virtual. __thiscall. Same status caveat as id 3000."
3002,1.5.1164953,,unverified,IScriptTable_SetValueAny_vtable_idx,muyuanjin/kcd2db@22b3cd1,"IScriptTable::SetValueAny() vtable index = 7 (0-indexed). +1 from canonical 6 due to inserted unknown virtual. __thiscall. Same caveat."
3003,1.5.1164953,,unverified,IGame_GetIGameFramework_vtable_idx,muyuanjin/kcd2db@22b3cd1,"IGame::GetIGameFramework() vtable index = 16 (0-indexed). Returns IGameFramework*. __thiscall. Documented by muyuanjin in IDA at offset 0x80 (== 16 * 8). Same caveat."
3004,1.5.1164953,,unverified,IGame_GetLongName_vtable_idx,muyuanjin/kcd2db@22b3cd1,"IGame::GetLongName() vtable index = 12 (0-indexed). __thiscall. Documented by muyuanjin at offset 0x60. Useful for plugin-side game identification. Same caveat."
3005,1.5.1164953,,unverified,IGame_GetName_vtable_idx,muyuanjin/kcd2db@22b3cd1,"IGame::GetName() vtable index = 13 (0-indexed). __thiscall. Documented by muyuanjin at offset 0x68. Same caveat."
1100,1.5.1164953,0x0071A0D8,verified,luaL_checktype,phase8-fix-a@2026-05-21,"luaL_checktype(L, narg, t). Cross-confirmed across many luaB_*/db_* wrappers: str_dump + luaB_next + luaB_rawget + luaB_rawset + tconcat + tinsert + tremove + db_sethook all call this RVA at the matching source position. See _research/phase8-fix-a/lua_rvas.csv."
1101,1.5.1164953,0x0071A49C,verified,lua_insert,phase8-fix-a@2026-05-21,"lua_insert(L, idx). Cross-confirmed in luaB_pcall (after lua_pcall) and luaB_xpcall (between settop and pcall); both match source's lua_insert call."
1102,1.5.1164953,0x0071A4E4,verified,lua_remove,phase8-fix-a@2026-05-21,"lua_remove(L, idx). Call in luaopen_math matching lua_remove(L, -2) which removes the _LOADED table after registering; cross-confirmed in db_gethook."
1103,1.5.1164953,0x0071CA90,verified,lua_type,phase8-fix-a@2026-05-21,"lua_type(L, idx) -> int. Cross-confirmed in luaB_type body + first call in luaB_setmetatable + db_sethook + luaB_tostring switch dispatch."
1104,1.5.1164953,0x0071D06C,verified,lua_rawgeti,phase8-fix-a@2026-05-21,"lua_rawgeti(L, idx, n). Fourth call in tconcat (loop body lua_rawgeti(L, 1, i)); cross-confirmed in tinsert + tremove."
1105,1.5.1164953,0x0071E46C,verified,lua_pushlstring,phase8-fix-a@2026-05-21,"lua_pushlstring(L, s, len). db_gethook calls it with rcx=L rdx=""external hook"" r8=13 (length); auxresume call with literal ""cannot resume dead coroutine"" r8=0x1C (length 28) — PGO specialized lua_pushfstring at compile time to lua_pushlstring with literal when args are constant."
1106,1.5.1164953,0x0071E4D4,verified,lua_getmetatable,phase8-fix-a@2026-05-21,"lua_getmetatable(L, objindex) -> int. Second call in luaB_getmetatable matching if (!lua_getmetatable(L, 1))."
1107,1.5.1164953,0x0071E77C,verified,lua_settop,phase8-fix-a@2026-05-21,"lua_settop(L, idx). Cross-confirmed across str_dump + luaB_next + luaB_rawget + luaB_rawset + luaB_error + luaB_setmetatable + luaB_xpcall + db_setlocal + db_sethook."
1108,1.5.1164953,0x0071ECEC,verified,lua_touserdata,phase8-fix-a@2026-05-21,"lua_touserdata(L, idx) -> void*. Call in ll_require matching lua_touserdata(L, -1) == sentinel check."
1109,1.5.1164953,0x0071EF54,verified,lua_pushstring,phase8-fix-a@2026-05-21,"lua_pushstring(L, s). Fourth call in luaB_type body with rcx=L rdx=string (2 args); matches lua_pushstring(L, luaL_typename(...)) exactly."
1110,1.5.1164953,0x0071F098,verified,lua_createtable,phase8-fix-a@2026-05-21,"lua_createtable(L, narr, nrec). Call in base_open after the auxopen pair matching lua_createtable(L, 0, 1) for the newproxy weak table."
1111,1.5.1164953,0x0071F100,verified,lua_pushvalue,phase8-fix-a@2026-05-21,"lua_pushvalue(L, idx). Call in luaB_getfenv with edx=0xFFFFD8EE (= -10002 = LUA_GLOBALSINDEX); matches lua_pushvalue(L, LUA_GLOBALSINDEX); cross-confirmed in luaB_setfenv + luaB_tostring + db_getlocal + db_sethook."
1112,1.5.1164953,0x0071F128,verified,lua_setmetatable,phase8-fix-a@2026-05-21,"lua_setmetatable(L, objindex) -> int. Fifth call in luaB_setmetatable body matching lua_setmetatable(L, 1) after type/checktype/getmetafield/settop."
1113,1.5.1164953,0x0071F4BC,verified,lua_next,phase8-fix-a@2026-05-21,"lua_next(L, idx). Third call in luaB_next body matching final lua_next(L, 1) in source."
1114,1.5.1164953,0x0071F6A8,verified,lua_tolstring,phase8-fix-a@2026-05-21,"lua_tolstring(L, idx, len). Call in db_getinfo after lua_pushfstring(L, "">%s"", options) matching options = lua_tostring(L, -1) macro = lua_tolstring(L, -1, NULL)."
1115,1.5.1164953,0x0071F6FC,verified,lua_gettable,phase8-fix-a@2026-05-21,"lua_gettable(L, idx). Call in str_gsub's add_value helper at LUA_TTABLE case matching lua_gettable(L, 3)."
1116,1.5.1164953,0x0071FCE8,verified,luaC_step,phase8-fix-a@2026-05-21,"luaC_step(L) — internal GC stepper, NOT LUA_API. Originally mis-tagged as lua_newthread in the first commit; corrected after body-shape analysis showed it reads g->totalbytes/GCthreshold via [L+0x20]+offsets and calls 0x71FDAC (luaC_singlestep) — the GC step dispatch, not thread creation. luaB_cocreate's apparent lua_newthread call was actually the inlined-lua_newthread's call to luaC_checkGC (macro expanding to luaC_step). lua_newthread itself appears inlined; no separate RVA known."
1117,1.5.1164953,0x00718464,verified,lua_rawget,phase8-fix-a@2026-05-21,"lua_rawget(L, idx). Fourth call in luaB_rawget matching final lua_rawget(L, 1) in source."
1118,1.5.1164953,0x00720738,verified,lua_rawset,phase8-fix-a@2026-05-21,"lua_rawset(L, idx). Fifth call in luaB_rawset matching final lua_rawset(L, 1); cross-confirmed in db_sethook."
1119,1.5.1164953,0x0041C200,verified,lua_tonumber,phase8-fix-a@2026-05-21,"lua_tonumber(L, idx) -> lua_Number. Call in luaB_setfenv after lua_isnumber check matching lua_tonumber(L, 1); returns xmm0 (float per CryEngine's LUA_NUMBER=float)."
1120,1.5.1164953,0x0041C230,verified,lua_isnumber,phase8-fix-a@2026-05-21,"lua_isnumber(L, idx) -> int. Body-shape match: calls index2adr (0x71DD7C) then cmp [rax+8] 3 (LUA_TNUMBER → return 1); fast-path for lua_isnumber."
1121,1.5.1164953,0x00B9CC48,verified,lua_checkstack,phase8-fix-a@2026-05-21,"lua_checkstack(L, n) -> int. Body-shape match: computes (L->top - L->base) + size > LUAI_MAXCSTACK with constant 0x800 (= CryEngine's LUAI_MAXCSTACK=2048); also called 2x from auxresume."
1122,1.5.1164953,0x00B9CE78,verified,lua_typename,phase8-fix-a@2026-05-21,"lua_typename(L, tp) -> const char*. Third call in luaB_type matching luaL_typename macro = lua_typename(L, lua_type(L,i))."
1123,1.5.1164953,0x00B9D764,verified,lua_objlen,phase8-fix-a@2026-05-21,"lua_objlen(L, idx) -> size_t. Reached via luaL_getn macro in tconcat + tremove + tinsert; also directly from table.getn wrapper."
1124,1.5.1164953,0x00B9C1AC,verified,lua_toboolean,phase8-fix-a@2026-05-21,"lua_toboolean(L, idx) -> int. Body-shape match: calls index2adr (0x71DD7C) then cmp [rax+8] 0 (LUA_TNIL → return 0); cmp eax 1 (LUA_TBOOLEAN check) then checks bvalue."
1125,1.5.1164953,0x00B9C2A4,verified,lua_rawseti,phase8-fix-a@2026-05-21,"lua_rawseti(L, idx, n). Reached 2x in tinsert (the swap loop) + 2x in tremove (the shift loop) — matches source."
1126,1.5.1164953,0x00B9CAFC,verified,lua_tointeger,phase8-fix-a@2026-05-21,"lua_tointeger(L, idx) -> lua_Integer. Call near top of db_traceback matching (int)lua_tointeger(L, arg+2); cross-confirmed in db_getinfo."
1127,1.5.1164953,0x00B9D0C0,verified,lua_newuserdata,phase8-fix-a@2026-05-21,"lua_newuserdata(L, sz) -> void*. Second call in luaB_newproxy after lua_settop matching lua_newuserdata(L, 0)."
1128,1.5.1164953,0x00B9D11C,verified,lua_pushcclosure,phase8-fix-a@2026-05-21,"lua_pushcclosure(L, fn, n). Call inside luaopen_math's library-population loop matching lua_pushcclosure(L, l->func, 0) (upvalue-copy loop skipped when nup=0)."
1129,1.5.1164953,0x00ADB058,verified,luaL_findtable,phase8-fix-a@2026-05-21,"luaL_findtable(L, idx, fname, szhint). First call in luaopen_math with edx=-10000 (LUA_REGISTRYINDEX) r8=""_LOADED"" r9d=size; called again in same fn with edx=LUA_GLOBALSINDEX."
1130,1.5.1164953,0x00ADB44C,verified,lua_getfield,phase8-fix-a@2026-05-21,"lua_getfield(L, idx, k). Second call in luaopen_math matching lua_getfield(L, -1, libname); 3 args."
1131,1.5.1164953,0x00A2D840,verified,lua_setfield,phase8-fix-a@2026-05-21,"lua_setfield(L, idx, k). Call in luaopen_math's library setup matching lua_setfield(L, -3, libname); cross-confirmed via lua_setfield(L, -3, ""pi"") and ""huge""."
1132,1.5.1164953,0x00A2D8B8,verified,lua_gc,phase8-fix-a@2026-05-21,"lua_gc(L, what, data). Called 2x in luaB_collectgarbage matching source's 2 lua_gc invocations (main op + GCCOUNTB in the GCCOUNT case)."
1133,1.5.1164953,0x00A2DA68,verified,lua_sethook,phase8-fix-a@2026-05-21,"lua_sethook(L, func, mask, count). Call in db_sethook with 4 args (L1, hookf, mask, count); matches lua_sethook signature exactly."
1134,1.5.1164953,0x00CAE9A8,verified,lua_getstack,phase8-fix-a@2026-05-21,"lua_getstack(L, level, ar) -> int. Call in db_getlocal + db_setlocal after the luaL_checkint(L, arg+1) call matching if (!lua_getstack(L1, n, &ar))."
1135,1.5.1164953,0x00CAEA88,verified,lua_getinfo,phase8-fix-a@2026-05-21,"lua_getinfo(L, what, ar) -> int. Call in db_traceback after lua_getstack with rdx=""Snl"" matching lua_getinfo(L1, ""Snl"", &ar)."
1136,1.5.1164953,0x01250AC4,verified,luaL_checknumber,phase8-fix-a@2026-05-21,"luaL_checknumber(L, narg) -> lua_Number. First call in math_floor (and many other math_* wrappers) with (L, 1); each math_X = luaL_checknumber + CRT math fn + inlined lua_pushnumber; cross-confirmed in math_pow which calls it 2x."
1137,1.5.1164953,0x0144965C,verified,lua_call,phase8-fix-a@2026-05-21,"lua_call(L, nargs, nresults). Inlined luaL_callmeta in luaB_tostring: after luaL_getmetafield returns true, code does lua_pushvalue(L, obj); lua_call(L, 1, 1) — call here is lua_call."
1138,1.5.1164953,0x016546F8,verified,luaL_getmetafield,phase8-fix-a@2026-05-21,"luaL_getmetafield(L, obj, e) -> int. Third call in luaB_getmetatable matching luaL_getmetafield(L, 1, ""__metatable""); cross-confirmed via inlined luaL_callmeta in luaB_tostring."
1139,1.5.1164953,0x013236D0,verified,lua_concat,phase8-fix-a@2026-05-21,"lua_concat(L, n). Sixth call in luaB_error matching lua_concat(L, 2)."
1140,1.5.1164953,0x01323664,verified,luaL_pushresult,phase8-fix-a@2026-05-21,"luaL_pushresult(B). Call site in str_dump immediately after luaL_error and before security_check_cookie; source ends str_dump with luaL_pushresult(&b) followed by return 1."
1141,1.5.1164953,0x013E14D8,verified,lua_load,phase8-fix-a@2026-05-21,"lua_load(L, reader, dt, chunkname) -> int. Call in luaB_loadstring after luaL_checklstring + luaL_optstring with the LoadS struct in stack; function calls luaD_pcall (via luaD_protectedparser)."
1142,1.5.1164953,0x00B9C9BC,verified,luaL_checklstring,phase8-fix-a@2026-05-21,"luaL_checklstring(L, narg, len) -> const char*. Call in db_sethook matching luaL_checkstring macro = luaL_checklstring(L, n, NULL); cross-confirmed in str_rep + str_len."
1143,1.5.1164953,0x00B9CA08,verified,luaL_optinteger,phase8-fix-a@2026-05-21,"luaL_optinteger(L, narg, default) -> lua_Integer. First call in luaB_error matching luaL_optint macro = (int)luaL_optinteger(L, 2, 1); cross-confirmed in luaB_tonumber + luaB_collectgarbage + tremove + db_sethook."
1144,1.5.1164953,0x00B9CAB4,verified,luaL_checkinteger,phase8-fix-a@2026-05-21,"luaL_checkinteger(L, narg) -> lua_Integer. Reached via luaL_checkint macro in tconcat + tinsert + tremove + db_getlocal + db_setlocal."
1145,1.5.1164953,0x00B9CC20,verified,luaL_checkstack,phase8-fix-a@2026-05-21,"luaL_checkstack(L, sz, msg) — different from lua_checkstack. Call in luaB_unpack matching luaL_checkstack(L, n, ""too many results to unpack"")."
1146,1.5.1164953,0x00B9CE94,verified,luaL_checkany,phase8-fix-a@2026-05-21,"luaL_checkany(L, narg). Cross-confirmed across luaB_rawget + luaB_rawset + luaB_rawequal + luaB_type + luaB_getmetatable + luaB_pcall + luaB_xpcall + luaB_tostring + luaB_tonumber + luaB_unpack + db_setlocal."
1147,1.5.1164953,0x00B9D8E4,verified,luaL_addlstring,phase8-fix-a@2026-05-21,"luaL_addlstring(B, s, l). Call inside str_rep's repeat loop after the buffer was initialized inline; matches luaL_addlstring(&b, s, l) (3 args)."
1148,1.5.1164953,0x039930A4,verified,lua_iscfunction,phase8-fix-a@2026-05-21,"lua_iscfunction(L, idx) -> int. Call in luaB_getfenv with (L, -1); cross-confirmed in luaB_setfenv."
1149,1.5.1164953,0x039930CC,verified,lua_isstring,phase8-fix-a@2026-05-21,"lua_isstring(L, idx) -> int. Third call in luaB_error body matching the lua_isstring(L, 1) check."
1150,1.5.1164953,0x039930E8,verified,lua_lessthan,phase8-fix-a@2026-05-21,"lua_lessthan(L, idx1, idx2) -> int. sort_comp's cold path (when comparator nil) tail-jumps to lua_lessthan via the cold-path call at 0x3999CE9 → 0x39930E8; the function calls index2adr 2x and tail-jmps to luaV_lessthan."
1151,1.5.1164953,0x03993060,verified,lua_getupvalue,phase8-fix-a@2026-05-21,"lua_getupvalue(L, funcindex, n) -> const char*. Call in auxupvalue's get-path (test edi != 0 fall-through); source: name = get ? lua_getupvalue(L, 1, n) : lua_setupvalue(L, 1, n)."
1152,1.5.1164953,0x03993134,verified,lua_pushfstring,phase8-fix-a@2026-05-21,"lua_pushfstring(L, fmt, ...) -> const char*. Called 5+ times in db_traceback with format-string args (variadic pattern); each call loads a format string (e.g. ""%s:"" ""%d:"" "" in function "" LUA_QS)."
1153,1.5.1164953,0x03993178,verified,lua_rawequal,phase8-fix-a@2026-05-21,"lua_rawequal(L, idx1, idx2) -> int. Third call in luaB_rawequal with 3 args (L, 1, 2); lua_pushboolean inlined."
1154,1.5.1164953,0x039931C0,verified,lua_setfenv,phase8-fix-a@2026-05-21,"lua_setfenv(L, idx) -> int. Third call in db_setfenv after luaL_checktype + lua_settop matching if (lua_setfenv(L, 1) == 0); cross-confirmed in luaB_setfenv."
1155,1.5.1164953,0x03993244,verified,lua_setupvalue,phase8-fix-a@2026-05-21,"lua_setupvalue(L, funcindex, n) -> const char*. Call in auxupvalue's set-path (test edi != 0 taken-branch); ternary other branch from lua_getupvalue site."
1156,1.5.1164953,0x039932C0,verified,lua_tothread,phase8-fix-a@2026-05-21,"lua_tothread(L, idx) -> lua_State*. First call in luaB_costatus matching lua_State *co = lua_tothread(L, 1); cross-confirmed via luaB_coresume."
1157,1.5.1164953,0x039932DC,verified,lua_xmove,phase8-fix-a@2026-05-21,"lua_xmove(from, to, n). auxresume calls lua_xmove 3x — site at 0x39932DC is called 3x from auxresume; cross-confirmed in db_getlocal + db_setlocal + db_sethook."
1158,1.5.1164953,0x039934C8,verified,luaL_addvalue,phase8-fix-a@2026-05-21,"luaL_addvalue(B). Final call in str_gsub's add_value helper with rcx=&b matching luaL_addvalue(b); single luaL_Buffer* arg."
1159,1.5.1164953,0x0399355C,verified,luaL_argerror,phase8-fix-a@2026-05-21,"luaL_argerror(L, narg, extramsg). Error path of db_getlocal + db_setlocal after !lua_getstack — matches return luaL_argerror(L, arg+1, ""level out of range"")."
1160,1.5.1164953,0x03993638,verified,luaL_checkoption,phase8-fix-a@2026-05-21,"luaL_checkoption(L, narg, def, lst[]) -> int. First call in luaB_collectgarbage matching luaL_checkoption(L, 1, ""collect"", opts)."
1161,1.5.1164953,0x0399375C,verified,luaL_error,phase8-fix-a@2026-05-21,"luaL_error(L, fmt, ...) -> int. Cross-confirmed: str_dump (lstrlib.c) + auxresume (lbaselib.c) + tinsert all reach the same RVA."
1162,1.5.1164953,0x03993AA4,verified,luaL_optlstring,phase8-fix-a@2026-05-21,"luaL_optlstring(L, narg, def, len) -> const char*. First call in tconcat matching luaL_optstring expansion (L, 2, """", &lsep)."
1163,1.5.1164953,0x03993B00,verified,luaL_prepbuffer,phase8-fix-a@2026-05-21,"luaL_prepbuffer(B) -> char*. Call in str_gsub main loop with single arg (luaL_Buffer*) when buffer needs refilling."
1164,1.5.1164953,0x03993B24,verified,luaL_typerror,phase8-fix-a@2026-05-21,"luaL_typerror(L, narg, tname) -> int. Located via string xref to ""%s expected, got %s"" format string in .rdata; body calls lua_type + lua_typename + lua_pushfstring then tail-jumps to luaL_argerror."
1165,1.5.1164953,0x03993B70,verified,luaL_where,phase8-fix-a@2026-05-21,"luaL_where(L, level). Fourth call in luaB_error matching luaL_where(L, level)."
1166,1.5.1164953,0x03996250,verified,lua_getlocal,phase8-fix-a@2026-05-21,"lua_getlocal(L, ar, n) -> const char*. Call in db_getlocal after the second luaL_checkint(L, arg+2); matches lua_getlocal(L1, &ar, n)."
1167,1.5.1164953,0x039962B8,verified,lua_setlocal,phase8-fix-a@2026-05-21,"lua_setlocal(L, ar, n) -> const char*. Call in db_setlocal after lua_xmove(L, L1, 1); matches lua_setlocal(L1, &ar, luaL_checkint(L, arg+2))."
1168,1.5.1164953,0x0399605C,verified,lua_error,phase8-fix-a@2026-05-21,"lua_error(L) -> int. Seventh and final call in luaB_error matching return lua_error(L)."
1169,1.5.1164953,0x039966A4,verified,lua_resume,phase8-fix-a@2026-05-21,"lua_resume(L, narg) -> int. auxresume calls lua_resume once after lua_xmove#1; sequence-position match (only 1 call in that window)."
1170,1.5.1164953,0x03996EE4,verified,lua_dump,phase8-fix-a@2026-05-21,"lua_dump(L, writer, data) -> int. Call site in str_dump immediately before ""unable to dump given function"" string load; the call str_dump makes before checking for failure."
1171,1.5.1164953,0x03992FFC,verified,lua_getfenv,phase8-fix-a@2026-05-21,"lua_getfenv(L, idx). Else branch of luaB_getfenv with edx=-1; matches lua_getfenv(L, -1)."
1172,1.5.1164953,0x009299AC,verified,luaopen_math,phase8-fix-a@2026-05-21,"luaopen_math(L). lualibs[] entry 6 — ""math"" → luaopen_math; first call in this function inlines luaI_openlib and walks through luaL_findtable/lua_getfield/lua_type/lua_settop/lua_pushvalue/lua_setfield/lua_remove/lua_insert/lua_pushcclosure."
1173,1.5.1164953,0x00D815A4,verified,luaopen_table,phase8-fix-a@2026-05-21,"luaopen_table(L). lualibs[] entry 2 — ""table"" → luaopen_table."
